"","KRAB.Day5.1","KRAB.Day5.2","KRAB.Day5.3","KRAB.Day7.1","KRAB.Day7.2","KRAB.Day7.3","KRAB.Day14.1","KRAB.Day14.2","KRAB.Day14.3","KRAB.Day21.1","KRAB.Day21.2","KRAB.Day21.3","SID.Day5.1","SID.Day5.2","SID.Day5.3","SID.Day7.1","SID.Day7.2","SID.Day7.3","SID.Day14.1","SID.Day14.2","SID.Day14.3","SID.Day21.1","SID.Day21.2","SID.Day21.3","KRAB.Day5.1.1","KRAB.Day5.2.1","KRAB.Day5.3.1","KRAB.Day7.1.1","KRAB.Day7.2.1","KRAB.Day7.3.1","KRAB.Day14.1.1","KRAB.Day14.2.1","KRAB.Day14.3.1","KRAB.Day21.1.1","KRAB.Day21.2.1","KRAB.Day21.3.1","SID.Day5.1.1","SID.Day5.2.1","SID.Day5.3.1","SID.Day7.1.1","SID.Day7.2.1","SID.Day7.3.1","SID.Day14.1.1","SID.Day14.2.1","SID.Day14.3.1","SID.Day21.1.1","SID.Day21.2.1","SID.Day21.3.1"
"PARP2-4-NT-3",13818.053711252,13265.2536999454,13165.5136110615,13281.6192718078,14091.3792753743,14645.0150495057,12985.8251308893,12863.2994606386,14521.1460196513,14137.4827312901,13595.8955966294,12590.5178013134,13072.3218546377,11355.5067292735,13037.2287882892,14159.4306550096,14118.5157372318,13499.8937259963,14619.8839066023,14174.5203194992,13876.3522421691,15716.3060263765,15789.2379828511,13980.9682467025,10573.5830891381,10470.3206163107,10870.6556771472,10219.1067056548,11379.117934502,13085.4256209783,11455.4764081119,11812.889780762,9590.01858767114,11497.8224467675,12071.5955144394,10612.4473638969,11743.2742704639,11748.3934162398,12512.2630615355,10243.1579647442,10193.985183388,11664.9331927334,10399.5218993939,14053.6172122221,12078.2434436782,12012.5145313593,10983.6764135875,11970.2524730196
"PARP2-4-NT-4",16309.5087013945,16673.5644751065,16044.0162979427,17062.6025874327,17948.1816377384,16644.9421494196,18048.9903086644,14763.2109823377,17245.2544591479,19854.49163497,14990.5853665373,18516.7956023066,17599.2892261038,16174.2811361679,18127.7793183461,16248.8236370357,17317.9796014974,17928.3599890375,17287.3908908466,17471.9192341242,19467.6942889352,18329.9651126339,17674.3164604629,21019.3616389998,11947.710339476,10156.617300309,11378.1286903104,11534.5398970881,10892.1232441613,13046.0406224127,12606.3592674765,10550.9157005572,12184.451375098,13595.1965612366,10244.5795951751,13639.5924431333,11863.4816632626,12968.491924311,11439.9810262215,11596.5975987195,13399.1220062359,12560.9266022336,12763.6639367049,12006.4619189703,11383.4642927833,14632.1791586618,10856.42165427,10494.2716213983
"PARP2-4-NT-5",13102.6199800062,11499.3748505864,11836.1933338061,13434.8242532513,12385.9558442868,12649.4569874945,12489.9783508656,12790.9844892245,13640.9003032588,12187.4038022972,12658.8545856668,13139.6273654858,11787.8049139775,12417.0371713734,11183.0402822779,12779.9580066499,11412.6561224775,12509.990101403,13434.8165683885,11848.3801141851,12815.7204086433,15750.6575352082,12148.7167243815,15574.7815502554,8958.81489643344,10524.1793181544,10171.114955848,9732.88641426541,9848.00662807072,8636.84200251178,7828.79808196872,9883.46342551098,10839.2303377148,8876.54358487662,8086.98482864054,10592.2541583956,8922.51723122888,9570.88946409187,9216.24487700028,9009.60963692824,11958.951371271,9760.82205880112,9582.36462528379,10923.7548844831,8739.79551805969,6947.76231085424,12009.6679105844,8517.69920586138
"STAG1-1-NT-1",13318.175799217,11649.8625288274,11392.240951135,11871.9407318589,11348.4475002401,11737.4203253273,12552.7967773889,12679.2249879481,12115.0118036973,11996.404535975,13007.7858792518,11523.089863483,10896.281810405,11472.561978024,11535.9588959736,11774.933534283,10550.9402292629,11435.6172317582,11034.8341138529,11461.8289092735,12332.4446525644,9497.70145614469,14480.209856981,10383.5039329686,11054.8649738719,11404.8163377737,11338.5853386354,10221.933567814,11305.0947415703,10741.5379014667,9796.47749604783,10902.6436629259,9858.40818637047,9399.57076990741,9514.44616150958,11709.305571807,10489.3300291461,11906.6422499714,10862.7166473535,10005.1515199245,11807.519361068,10687.8498768985,10688.5419021962,11784.3271915995,10710.1229277505,8774.26191617685,12368.5660989719,10157.0410449437
"STAG1-1-NT-2",12399.0881038089,14335.1270374399,12562.5839942148,13506.1272005898,12997.8719529934,14758.6100349732,15443.2819764794,13716.8352596026,12817.8511697596,14739.9557256767,12071.7802727212,13528.6227389836,13610.0499948984,14355.3343786238,13346.4423105056,14386.326761652,12402.2549568488,13981.083694998,12023.1272112065,12840.1377510291,15303.4021694433,13369.6072373259,12778.3758229013,18306.0842293798,12833.8087627708,13750.0320917385,12142.6334893615,12187.5450558727,13696.2386711434,10211.2813354132,10769.5197369675,13849.4039145821,11469.8367931953,9993.6805086085,15241.9560115422,11387.1321567639,13757.9831073023,13316.6393585207,12992.6761597945,11345.2698976598,13381.3679084879,10465.6034669443,11258.264785418,12581.774881945,13593.505126205,12389.9238420724,10625.7724030072,13616.2816039864
"STAG1-1-NT-3",11280.3137292544,10908.0053024988,11234.9549641315,11655.1412298162,10963.5817945976,11433.7721910968,10444.6103832681,10781.5048290191,10735.5077789985,10284.4851859764,9502.94187692216,11469.7184665914,12154.6661685479,12053.2478198646,11570.9229691571,13253.2382290942,11437.7546436391,11532.4246811432,10032.1698640768,11269.529446224,11821.4399596612,9765.64322503252,11423.5365861482,11140.5652521563,12074.7777529688,11924.5055660898,12236.7843266831,13110.9866945579,13549.1662746604,11063.342158039,15074.5329934647,11259.9106483241,10531.5642123765,11796.1936597045,14688.4677634409,9850.61279271245,13525.8017047733,13330.0905093879,12612.9576469306,12889.6475377404,12145.8915769699,12596.9665606046,12358.2042205434,12113.5340537461,12734.0448020966,9974.10060718711,12833.8413127264,10136.0238418786
"STAG1-1-NT-4",10572.8145680409,11340.6573774416,10610.8847576337,10905.4967294197,10255.9583411016,10387.3876134248,10059.3240339254,11041.181317279,11257.0630602971,11015.4700323946,10994.9596634383,12559.7266107991,10960.6081673708,10503.9871746378,9980.05763930888,11148.5332398714,10701.5313562324,11165.125829065,10527.4218860169,10321.6980826655,10086.4007698039,11553.8846276465,11594.1098713509,15304.4025076884,9786.43981971385,10060.238570694,10091.0867441247,9435.12360015873,8401.63239775868,9275.6474670508,9567.82527233302,8909.5185428364,7941.4954834651,10387.7060221636,9761.74942129951,7331.96934291717,9721.15538886402,11031.5261994353,10271.6163712556,10257.3673047335,8879.13759134976,10034.1250764476,8963.77864806302,11332.8663248207,9435.54911376653,8376.67028938286,11768.0827034427,9592.44254442061
"STAG1-1-NT-5",11934.9157569192,10891.5457126912,10324.2183619661,10612.5765133264,10925.9097546273,11240.4422639069,11368.4600426703,9764.7125036807,10533.8655884592,10940.0135321192,10881.0651759179,12357.5311264216,10711.3435341284,10914.8281457423,10711.025294301,11656.6134786719,11486.7565182879,9995.84369531727,13004.7874689807,10557.9238190003,11277.7547340724,12789.5574739094,12140.9190884865,13635.6420309326,9201.70481957008,9874.09533800624,9934.79635417093,10679.885237611,9456.46289703675,10974.9660636967,10175.023955309,9840.07441178045,8194.6108773604,10366.6445247798,8906.28202263845,8588.53744888281,9369.58993184319,9471.98394300957,9114.78163064799,9403.91882162969,9411.76052378782,8029.90294704039,8993.92821670067,9422.34786027534,9495.96469210522,10500.8590568989,8445.54047188864,8681.06019332239
"STAG1-2-NT-1",6281.53460890487,5649.16635896817,6208.56836870792,6041.47945692359,6005.12680391314,6321.99784505811,6742.51111349707,5406.09195390042,5572.30438086359,6298.259757364,5962.89412390441,5953.98987245611,6107.98861376543,6314.0978296577,6000.70906011434,5858.9307537294,6839.94460037059,6408.2735122277,4369.93580966343,5443.92946917205,6410.3360022524,4033.84860853102,5934.00091608107,4715.97972140584,9155.60071378951,8786.52751656651,9259.73485057535,8338.30108237337,8283.77968269622,9274.68685732969,8189.56047938542,9168.92945471465,9776.58208920604,8153.43217469982,9087.97421350451,8979.55133722567,7776.43030810711,8317.55870093698,8519.06938880685,7675.70784543823,8232.6795615867,7765.6099189867,6789.89078525859,9142.68183660706,8149.2819620396,5673.24905034459,11498.6605177003,8764.17367817097
"STAG1-2-NT-2",7637.0236560896,7076.447932285,6618.69580793747,6387.39510684952,6829.83903028982,6953.3238219834,6079.9861084317,6502.8690203484,6266.41884445063,7597.52637148139,6889.58109054696,6112.05131709638,6729.13999821616,7606.29596782465,7434.23606063692,6053.8108453241,6770.62487525763,6492.74275727928,5686.55446620508,6909.11471809212,5427.93938333778,6601.3785257858,6457.41722553172,5403.78605776055,7504.84882876826,7759.43262351266,7955.74575367175,5940.17968395093,7367.25567547492,7087.37852235924,6145.66365740137,5930.44732350855,6247.14976484698,5149.53611033673,6488.76648305941,5827.57553307224,6918.51179237947,7388.63804693203,6968.68023810547,7667.71509169428,8172.10675750551,6308.99493482715,8648.76763781446,6738.35307884175,7985.57523363799,10015.474355153,5813.95181631604,9988.90342042246
"STAG1-2-NT-3",8881.42872282212,8202.75414911986,8543.3350897652,7503.18987736268,8141.23328655298,7912.32764160348,9108.67184587337,8115.71201916101,8154.87551353941,8519.51048422169,8289.44788261482,8959.21006665564,8220.70740035996,8216.81942209181,7848.34180240373,8691.65208512386,8061.405963568,8488.68458136324,9503.75364423893,7353.25814797795,10184.4423678609,11525.4219489002,7381.43707908705,9424.36985565191,6543.40954968573,6989.34767609877,7007.64682184365,5714.03071121168,5882.8958593163,5631.0941851545,6096.12234226317,6141.85336913175,6703.19387971007,5620.78711429904,6067.34154035617,5674.29074585803,6962.97206094885,6883.82426732798,6616.63351970129,6592.24567125859,5454.68544338036,6618.33791084454,6743.10697185534,5371.98479177672,6343.63572556233,7572.40499355849,6602.33481739994,9082.2977063845
"STAG1-2-NT-4",8188.47627333451,8758.85314761974,7886.28556341188,7957.98705498117,7402.04677254129,7722.2744928405,7663.01045681797,7439.6766045772,6882.00918576037,8032.58025588186,6267.30302691325,7014.23319916653,8755.42024263793,8344.20307514379,7662.5951636165,7983.12375211168,8234.70527635041,9214.74045175041,7543.74954848045,8182.97664336906,9563.51224683323,8795.94920429562,7895.10634366897,10915.7237325479,5891.20512644845,6382.72861322796,7068.84486610267,6849.48701183999,7083.8247656966,7101.78766817591,6834.1609088093,5978.4521897636,6321.3387596094,5857.72895986668,6258.2865742756,6352.59887610537,6958.0320311078,6379.01048772393,5513.60504609867,6479.45903509398,6466.66901501267,6554.26687374061,6427.05632130893,5732.35443941785,7901.77297981336,6281.74588018411,5521.66354100877,9745.29493034903
"STAG1-2-NT-5",8417.25637593252,9752.30696100749,8763.19722213568,9922.67232015935,9901.63753273233,9879.48695724786,9395.96144983976,10780.409147634,10532.8961548509,8696.3616567422,11137.8454750547,11019.1407120649,9740.41758367629,10071.3417944522,10481.5735640344,9808.03660983068,9470.50865164015,10533.0301301397,8714.4457342719,9689.15974735552,8126.55912783612,10781.4664147721,11523.9311482961,7102.90488315541,10615.1892333791,10382.44589225,11643.6340515572,10396.2567343005,9911.31593781502,9908.68927326316,10235.997881633,11321.7630721527,8883.04110817047,10330.6644667491,10650.0223544225,9250.32386553821,10207.7483282067,10022.6898843958,10589.0733465851,11487.3632975522,9074.43266657705,11624.8887945435,11283.2161525665,9241.76351356382,12642.4469897766,11094.2191496778,7940.49814584751,14434.9971961155
"STAG2-1-NT-1",10004.1703823927,10476.5289125422,10126.3424428327,9741.52429178589,9395.61040123948,9816.1359076602,9928.66170675705,8884.88035147518,9926.0307160164,10178.3744824641,8483.06851139935,9479.58118634797,9659.00453814149,11274.0270953394,9556.11825195921,9281.86036252497,10118.2895311441,9080.91838936532,10689.926455716,8606.6211457217,7699.73156457785,9191.48229170146,6554.88767421899,6038.46528399682,10163.1440986526,10372.0521076837,9963.0416053674,12264.8126215586,10876.5394140704,10897.1566762867,10150.8884428058,9542.8135092011,9979.51081017383,12376.2624001498,9025.72781478188,11411.9147271519,10632.5908945363,10756.9644729108,10289.2955732715,9816.87776506701,10331.8405306073,10545.6922633242,9800.6890878323,11376.8138428257,9507.65802984819,13038.7853040737,10162.4855448671,7714.26885232511
"STAG2-1-NT-2",11778.8692129507,13121.820131622,13163.8223638894,12597.4963986952,12911.328077386,13310.2739702623,12751.3030052024,12201.5079040606,14525.0237540848,12526.9580535366,13666.3030980056,13072.9131193714,12251.1557039965,11642.40684876,13021.9320062714,12749.3339922565,11832.1599761784,11745.9705253747,13215.9328622632,13370.181448673,12062.0875185284,14364.8195217664,12281.2765345962,13074.9612795042,13653.5622533569,12123.877251862,11951.5072895987,14036.312908016,12700.8215240869,14949.9690896553,12754.9832128911,11330.9947772017,14377.3907791047,13990.0996371827,11511.3779259357,15645.1448986008,13214.5798247876,12520.6477248503,12624.4875612888,12109.9100058308,11869.1365238403,14294.8490438586,12829.1612754695,13398.3996710564,13142.3371782887,13851.1235263305,14511.0192734181,11803.0701759104
"STAG2-1-NT-3",11617.5329556272,12552.7885982733,12927.0477597981,12813.3323473955,13473.354187213,12076.0207627786,13371.1114802319,14364.3829581748,13709.7300894525,11601.4369173459,15246.330261242,14209.1080493505,12412.9766957385,12267.8491092404,12386.0229252469,13172.5021911478,12914.9818891499,13003.5182747381,13927.8576438021,13152.5023610587,14423.0084252748,13809.3065503726,13735.5356290103,16658.1951173135,12169.2349452997,10721.6612249145,10771.7972979596,11893.5513913116,11438.5312867236,12063.3368777158,12070.2968318784,9639.74641221611,12161.5400678919,12386.7931488417,11163.9757276594,14365.6299682019,11450.1658332288,13248.5923600161,12982.6835673507,11204.952665266,11423.1953627598,11299.5280592501,9479.44023579664,12798.3162888424,10668.2218008382,7783.31019660403,10226.1129245258,10579.295761071
"STAG2-1-NT-4",12338.2564002279,11727.4577379204,11678.9073468027,12647.6011725007,13420.4096986062,13761.3771337054,13117.325037078,14399.4447624968,13229.8604533134,10284.4851859764,13944.8268902144,12758.8429761251,11093.2812786127,11585.0268248627,11331.6375933077,14151.0786510841,12500.2587061464,12238.5496060688,13768.6694938927,14586.4511489758,11601.5891034122,14421.7448792591,11223.7221663393,9821.87448314518,13123.9272820729,13704.677395449,14424.8497860361,15772.0062737898,13481.9610073934,12998.9707460782,15904.0324494967,15198.156022248,14361.0255596718,13436.3577684672,15646.5576032393,14842.0060434365,14736.1090158286,12877.4988449153,13919.681274195,14048.5968306129,13928.6118626008,13871.3795329998,13790.8285509807,13943.3488943186,13936.5096999988,16584.8182394901,12069.3185790145,16068.6070707255
"STAG2-1-NT-5",12208.6584230336,12288.2594763653,12552.4365111823,12348.8996363529,12291.2666627398,12393.8682701925,12237.0294867319,11811.4453309782,11526.5656034217,13735.4410657601,13091.653638244,11878.214927415,12044.1052425129,11298.1267053762,11482.4201589114,11598.1494511935,10901.1243578508,10971.5109302951,11523.4532962134,11075.2777043618,11984.8426230895,12981.9259233673,10220.7512493473,11073.2076661133,11803.7755702098,11813.9534938844,11575.8454486857,11194.3741505928,12173.8932691382,11329.4310507868,12747.3614721006,12006.7555867921,10622.1184265718,10967.7747626088,12310.4870987263,11088.8234391315,11190.814266574,10610.584301709,11007.993568267,10835.5098255457,11527.6312318653,12183.5081492933,9895.29635493665,8978.07840553373,9793.17035973909,9415.05045174583,11635.8570550894,10712.0862713463
"UBB-1-NT-1",11789.4486396604,11765.0796574806,12810.3517049246,11574.2027490536,12277.0123773456,12672.3944364831,11534.3006886917,12370.2428373603,13104.8035178347,12324.1687090464,13242.8226853164,11702.7051414833,12007.9216667197,11680.2776645322,11263.8947015147,12933.0780786172,11471.2193385212,11531.4755885022,11659.4265075943,9743.8235541107,10149.7811968307,10539.0429095879,9839.64179498003,15037.8182587013,12367.1452530407,11822.4574994387,12795.0987919999,12596.4977815761,11683.9766106554,12810.6912407404,12687.6578359084,9805.91710309898,10734.4929333443,11554.864002182,12536.7611697585,11639.5472255299,12581.4326668274,11880.5311924057,12496.121181434,11337.2771439158,11968.3505994905,12590.9599008761,9529.34297009344,10513.8443983635,12805.1792733663,8204.11148689106,8636.42261086482,13921.9863758432
"UBB-1-NT-2",13968.8105418657,15186.3229674905,15334.5381092549,14318.4026682432,13977.344992221,14356.6585479343,15186.9827962645,16676.2706806576,15001.0156557904,14556.0305062553,14114.6332170628,15228.2964553752,13838.2075422614,13294.9515370019,13536.5594584407,13876.8545221973,13866.3353579416,14023.7928638443,15911.076678089,14522.0259481572,15074.6384406436,12830.7792845075,12875.8462715885,10302.864569396,15034.4364460041,14635.3935588879,15224.1903948961,17168.4761804546,13659.2270746775,14683.8801969075,15911.6541902872,13022.2431421874,15013.4523077295,13822.4852205034,11944.5792143432,14143.5047076879,15675.5380239334,15285.2548501428,14536.9160228381,15582.3174657016,15425.1778668826,14364.926740691,15077.9032397191,12853.4504477942,14686.8322051729,14120.5574460107,11770.071059057,14759.8085162134
"UBB-1-NT-3",15672.098242133,15365.0270854017,15175.5608750793,16158.7895522502,16233.5947374688,15835.5778779635,16486.0678567656,16045.1582028613,16760.537654967,17771.1848226783,17164.9346737432,15103.0789472835,15057.3930266283,14770.7657516402,15607.0881672748,15314.7911980354,14892.9843902181,14931.125428668,15636.9193088007,17238.6219160083,14732.9783262025,14730.908458745,18476.4982531591,18640.02606441,16650.3291290937,18143.7682947747,18514.7621592846,19742.8053201364,17208.4443778809,19076.7484515495,17773.8995234312,17267.9042942446,18755.6324847161,17601.2688761117,15493.4651090836,18170.2134592374,17481.9422691412,17522.10211494,17419.394612392,18503.22491724,18994.7958729087,17618.5340936247,16294.2823882036,18029.6690230031,15707.0759232472,15489.9275921006,18178.5412040593,16039.9472483639
"UBB-1-NT-4",13449.09620475,10848.0453681996,12315.661907091,12360.4622764619,12818.6752223239,11938.3960688468,11689.2528074491,11912.248018404,11340.4343506163,10344.6145846334,13877.5256021342,11424.5580538371,12388.8543118764,13027.5606256405,12543.3612545726,11492.3574014706,11121.0352099333,10637.4303206529,11286.8820178759,11948.9224730384,12585.9663606714,10950.2795438882,11308.5214566972,10406.2726944479,14321.5095419827,11320.7211717371,11609.7397501215,13850.6822928926,13644.6172339672,10913.4870415456,12507.2766372001,11669.7983525018,11259.2709698255,14101.5500608386,12832.0109799159,9455.00953948294,11626.3602308926,12616.388269258,12418.4864247553,12791.0702415651,14034.0920903973,12971.3816836806,13182.6389767385,13476.7061576835,13155.0049608436,16708.9394833877,13093.3217203971,13572.3365430319
"UBB-1-NT-5",13172.7086819582,12686.8166867067,13957.8629111813,13199.7172377028,13035.5439929637,12100.0504712429,12262.9944363616,13585.3534933951,12880.8643543032,12478.6187330477,13200.3711036043,12706.4979522507,13344.7037724146,13162.9774820381,14363.6783146874,13191.9902003073,13550.8110919101,13091.7838903538,13537.6255818716,12319.8554474485,11301.5223942074,10354.5262335772,11157.4422612319,11031.4649367345,11151.5711469726,10785.9137113245,11408.2569582533,12256.3320350809,10374.9348830194,10852.0080193945,10642.4907237926,12041.8360659784,10694.1253920765,9736.55472804806,11554.2774710013,10375.6361357456,10840.0721478601,10097.8580804184,9534.47051328703,11192.5194927754,12470.687129888,10810.9864013327,11256.1855048223,9463.89824093463,9901.33373386158,12717.8864783872,10508.4594217614,9436.72417625603
"UBB-2-NT-1",9053.34440685531,7266.90890005874,8632.97118988547,8066.86858267373,7786.91247818374,7823.85462407589,9034.96489208607,7943.69004170614,7111.76495094212,9524.02514413822,10014.4316663316,7346.7780567214,7885.00422494485,9259.98825654453,8631.75556717102,8094.48380445152,9048.61446259056,8451.66996836311,9285.97541137688,8271.80532934623,10138.8876859354,12128.0455609776,5735.16120075904,8946.22586458601,8324.60231935443,7706.51881117502,8109.2116185059,8245.95691850485,8545.78282609954,7745.39618132049,8538.89026561638,7004.09462071285,8475.00163697718,7936.67426412498,8333.44692088016,9990.1294852667,8018.49177031818,6991.43347426552,9107.86368203306,7352.44536068299,7721.9881616608,8743.69434477631,7785.86619059893,8207.79827177309,7534.40728572165,8351.44239428172,9026.14031127451,5613.50387322134
"UBB-2-NT-2",10203.8570615389,8945.78706043472,10200.7573184042,10014.2098876885,10153.1238536151,9950.48382316506,9653.098209075,9874.28064218699,10386.5116799883,9381.365198305,9727.62463866677,9326.65160679342,10053.0034745568,8883.57529977831,9717.8270904328,10143.5087675044,9765.71506720743,9210.9440811863,10351.6516371587,8925.8187315957,10512.2380138899,13074.1842613727,8636.8564581791,9746.92730994239,9039.77820414565,9171.09754552044,8289.03971779007,8743.4846585312,8253.58601189509,8519.6476165362,10542.1378033845,8625.18202732571,9078.33272673624,11622.4363062883,9813.90180941847,9163.1259326918,8983.44426593507,8463.93887213879,9082.49787044498,8995.400296939,8238.94571373303,9849.92084477377,9228.88692401478,10962.9081277966,9659.67142050682,7182.88629319687,13796.2054300646,9017.33544236492
"UBB-2-NT-3",6593.62769684204,7828.88632348992,6041.98052225798,7469.46551037826,6586.49801534657,6559.01815127401,6971.17018604175,7045.23130595454,6740.47187893955,6116.69255357627,5874.88474718417,7085.05293734951,6637.67595940545,6672.14917877678,7277.99035859825,6790.17919142124,7159.0543694251,8142.26576738766,6596.35896186736,7887.20640324729,7482.85166584569,5940.84808453486,7901.92927507708,8406.41647784694,6939.23016516766,6643.51811689205,6880.54319145955,6826.87211456606,7153.95200110567,7084.49669319591,7606.49730891266,7908.80171551957,6985.76666858456,6920.45701535709,6980.84949998833,6116.7055209314,6528.24943493714,7520.77582309799,6792.65687890338,6151.75613159211,7427.47901078328,7087.85847962174,5843.81811421506,6638.47235610308,6676.89585123704,6077.9044877669,6244.43080681961,5320.21835772118
"UBB-2-NT-4",9858.70326513385,8176.88907942219,9419.40112490296,10288.8225902759,8863.11102544318,8756.64421628038,9106.99668783275,10449.513369345,9069.05140622458,9669.04310560504,9751.43894060284,9909.63148053158,9581.61188991705,9496.39395500136,9724.3828541547,8279.61989146649,10412.300779037,9552.61743195673,8595.05462183991,8337.20666957118,8276.09732285236,9155.16783950787,9135.90515545793,8854.20212027373,9427.72738693334,10277.5631570808,9487.57987689352,9507.67972891257,11038.2216512635,10038.3715856132,9910.80360790523,9284.32576782775,10200.9867798322,10243.785790041,8608.50870983017,11382.5427918773,10018.3805176334,10360.5511444129,12067.2083673084,11069.0758516189,9010.72678642269,10526.671174184,11047.2178049545,11201.0237708056,11254.8375776106,16328.5028252625,10018.3297628278,14010.8318251641
